,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_baseline_c1s1_0_1_0_6,0.06879055448612821,0.19459629151841507,0.14423523532183705,0.6256034634891127,0.2939426554903909,0.5296607679702829,19547,18514,17234,0.28992158723970274,0.7397487785091379,0.17501633922050688,0.30352680813230914,0.5455106493277203
