,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_ensemble_5_0_5_0_6,0.19532142362165816,0.5429431299572556,0.492113688815037,0.8528203560063718,0.6066997371295934,0.7220797280648316,13634,1118,23147,0.2599671428314935,0.7423286655518088,0.13210259511428155,0.10867285496321341,0.6453751093402669
