,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
baseline_0_1__0_6,0.07195339520276552,0.19960446296932716,0.14532851308142172,0.6522700886732055,0.2802916455838602,0.5526506035313941,21844,23816,14937,0.3446703058169058,0.6963039659350083,0.1671652388529896,0.2813266109727175,0.47750321139540886
