,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_mcdrop75_10_0_5_0_6,0.151999324120476,0.557744032022737,0.5227227200457333,0.7691301022374248,0.7168844553641426,0.6633505715523189,10178,566,26603,0.17757700086270545,0.8224347779353982,0.14791975185302036,0.10829903152978002,0.7470952034596279
