,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_ensemble_5_c8s4_0_5_0_6,0.10880902673555835,0.541934456904995,0.5067602892703436,0.8523585078867781,0.6200318434246408,0.6992195425623635,7475,449,29306,0.12258354900665215,0.8795353314128906,0.13844018213043566,0.10612710829754866,0.8331502912101623
