,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_mcdrop05_10_no_retrain_0_5_0_6,0.2053111404421558,0.542804249768784,0.48472191578175283,0.7804491932325683,0.6614763188779823,0.7189628868485207,14498,1549,22283,0.254621672171382,0.746725326946566,0.14821913155695646,0.1526590101374326,0.6296939005289005
