,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_mcdrop75_10_no_retrain_c5s4_0_5_0_6,0.03199366606427303,0.3782690124102521,0.26783651985726675,0.5169244603854206,0.5828916972888956,0.6041913477992004,3123,143,33658,0.02144386742123131,,,,
