,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_baseline_0_5_0_6,0.09261730153335296,0.27025605189103186,0.18423283444255656,0.748406321419159,0.286439620958797,0.7287825244872504,13510,2641,23271,0.26072681555340577,0.7415975383372757,0.14411687938676598,0.153132101242828,0.6261486753171839
