,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_baseline_c10s1_0_5_0_6,0.09078961221755497,0.26820023865753073,0.18247202072527055,0.7489832492929682,0.28532832014434595,0.7278897637848343,13329,2594,23452,0.25808995104039756,0.7441568309659594,0.14447184185167453,0.14977888161104264,0.629929255059215
