,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_ensemble_5_c2s1_0_1_0_6,0.16539223867317726,0.3775073291127794,0.40115814192763094,0.7744359959126272,0.5512864515010435,0.46356226704401765,20871,10857,15910,0.28055878158609165,0.7455184345301418,0.17179459439668698,0.2962632288719092,0.5624304241149297
