,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_mcdrop50_10_c11s3_0_1_0_6,0.16481922603427857,0.38458350817216413,0.405866475892135,0.7350977682546138,0.5939528491924019,0.46141658681051384,20677,11466,16104,0.2573646827538952,0.7619604756013416,0.18661261032371299,0.29995113422455005,0.5765906996644675
