,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_mcdrop15_10_no_retrain_c0s4_0_5_0_6,0.07922449169448635,0.5214197730329874,0.4845001061595561,0.7346432596281479,0.7002450251064196,0.6604777331455252,5647,385,31134,0.07383112696007428,,,,
