,PDQ,avg_pPDQ,avg_spatial,avg_fg,avg_bg,avg_label,TP,FP,FN,mAP,moLRP,moLRPLoc,moLRPFP,moLRPFN
coco_mcdrop75_10_c3s5_0_1_0_6,0.06746310707559916,0.28936256603590327,0.3387546555090973,0.643825103463421,0.5840919924701848,0.34827432243099427,9516,4035,27265,0.06921208754307301,0.9263691504645688,0.2255903499229369,0.481017675916263,0.8540911755954561
